,prompt,prompt_len,target
403,"Disruption From Storm
May Be Felt at
the Polls.",16,0
404,"Federal Deficit Climbs Again, Putting It on Track for $1 Trillion This Year.",19,0
405,China Intensifies Tug of War With India on Nepal.,12,0
406,Two Arab Nuns From Palestine Are Canonized by Pope Francis.,14,0
407,Prince William Starts Job as Air Ambulance Pilot.,10,0
408,"Dan Budnik, Who Photographed History, Is Dead at 87.",17,0
409,Pence Misleadingly Blames Coronavirus Spikes on Rise in Testing.,16,0
410,Former Rebels’ Rivalries Hold Up Governing in Libya.,12,0
411,Justices Will Hear Challenges to Mandatory Employee Arbitration.,11,0
412,Tribunal May Be Formed for Malaysia Flight 17 Jet Lost Over Ukraine.,17,0
413,"Trump, Citing Pakistan as a ‘Safe Haven’ for Terrorists, Freezes Aid.",20,0
414,Administration Readies Order to Keep China Out of Wireless Networks.,13,0
415,"Not an Ideal Process or an Ideal Agreement, but, Finally, a Deal.",17,0
416,A Century-Old Landmark of the Everglades Confronts the Possible End of the Road.,19,0
417,F.B.I. Investigates Assaults Near Michigan Campus.,15,0
418,"I. Michael Heyman, Smithsonian Leader, Dies at 81.",16,0
419,Israeli Court Invalidates a Military Exemption.,9,0
420,French Legislators Debate Stand on Palestinian Statehood .,11,0
421,Violence in Nicaragua Undermines Peace Talks 2 Months Into Uprising.,15,0
422,"A Video, a Wheelchair, a Suitcase: Mystery of Vanished Tycoon Deepens.",19,0
423,Pentagon Builds Deterrent Force Against Possible Iranian Attack.,12,0
424,Ukraine Sends Opposition Leader to Remote Prison.,9,0
425,Alarm Grows in São Paulo as More Police Officers Are Murdered.,14,0
426,Democrats to Scrutinize Ex-Lobbyist’s Role in Trump’s Arms Sales to Gulf Nations.,23,0
427,Nanny Who Set Fatal Fire in China Is Sentenced to Death.,14,0
428,‘I Should Be More Careful With Twitter’: Marianne Williamson on Those Mental Health Comments.,18,0
429,"Badly Ill With Coronavirus, Some Ultra-Orthodox in Israel Choose Home Care.",18,0
430,Police Pin a Rise in Murders on an Unusual Suspect: Covid.,15,0
431,China Sends a Real Estate Mogul to Prison .,11,0
432,Texas State Senator Says Bid for Governor Is Possible.,11,0
433,Philosopher Left to Muse on Ridicule Over a Hoax.,15,0
434,Tsunami and Volcano Batter Indonesia.,8,0
435,"Rebels Falter, but Russian Border Buzzes With Military Activity.",15,0
436,"Head of Group Opposing Iran Accord Quits Post, Saying He Backs Deal .",18,0
437,Arizona Prison Escapee Is Captured.,9,0
438,Emirates’ Laws Trap a Doctor Just Passing Through.,12,0
439,"Attacks by Extremists on Afghan Schools Triple, Report Says.",13,0
440,"Beneath a Temple in Southern India, a Treasure Trove of Staggering Riches.",17,0
441,Doctors Without Borders Says Yemen Hospital Is Destroyed.,11,0
442,"Zimbabwe Elects Mnangagwa, the Man Who Ousted Mugabe.",16,0
443,Japan Summons Chinese Envoy After Naval Ship Nears Disputed Islands.,15,0
444,A Look at the Presidential Candidates in Iran.,10,0
445,Egyptians Adapt as Cairo Is Redefined by a String of Bomb Attacks.,17,0
446,Pakistan Arrests a Top Crime Official.,9,0
447,Ahmadinejad Cheers Exit Of Mubarak.,9,0
448,Envoys Visit a Top Islamist Inside a Jail Near Cairo.,14,0
449,Tensions Mount as Israeli Arabs Protest Police Shooting.,11,0
450,"From State to State, Varied Responses to the Issue of Gun Violence.",16,0
451,The Unforeseen Threats to the 2020 Election: Hand Sanitizer and Bad Plumbing.,22,0
452,"As Nationalism Surges in Europe, Poland Begins Bloc Presidency.",13,0
453,"As Pheasants Disappear, Hunters in Iowa Follow.",12,0
454,Pompeo Issues a Warning to the World on Trade.,12,0
455,Venezuela Opens Inquiry Into a Critic: Its Attorney General.,12,0
456,Welsh Town Leads a British Revolt Against the Tax System and Corporations.,14,0
457,Secret Service Chief Reviews White House Breaches.,10,0
458,"Egypt, Dealing a Blow to the Muslim Brotherhood, Deems It a Terrorist Group.",19,0
459,Where Burning Effigies (Not Just Guy Fawkes’s) Is Part of the Fun.,21,0
460,"In Erdogan’s Charm Offensive, Germans Find Offense.",12,0
461,Court Grants Peru Ocean Territory Claimed by Chile.,11,0
462,A Cleanup of ‘Holes in the Wall’ in China’s Capital.,16,0
463,Veterans Want Past Discharges to Recognize Post-Traumatic Stress.,14,0
464,"For His Second Act, Japanese Premier Plays It Safe, With Early Results.",16,0
465,Poland: Priest’s Abuse Trial Opens.,10,0
466,Suicides Outpacing War Deaths for Troops.,11,0
467,"In South Korea, Another Former President Lands in Jail.",12,0
468,In the Halls of Congress.,7,0
469,"Leopoldo López, Venezuelan Political Prisoner, Is Released to House Arrest.",15,0
470,A New Martin Luther King Jr. Parade Divides a Virginia Town.,15,0
471,City Hall Still a Reach for Women in Mexico.,11,0
472,"As Kenya’s Vote Nears, Fear That ‘Fake News’ May Fuel Real Bloodshed.",21,0
473,"After Gang Rape of Girl, 16, First a Fine, and Then a Murder.",20,0
474,When Home Has No Place to Park.,9,0
475,Indians Rush Frantically to Launder Their ‘Black Money’.,13,0
476,Vatican Sets Trial for Ex-Ambassador Accused of Sexual Abuse.,15,0
477,Afghans See Their Army Woo Them With Piety.,12,0
478,Syrian Official in Hama Resigns to Protest Bloodshed.,13,0
479,2 Diplomats Met Uneven Fates in Benghazi Uproar.,16,0
480,At Least 55 Killed in Communal Violence in Central Nigeria.,15,0
481,"‘Experienced’ Team Carried Out Bulgaria Bombing, Prime Minister Says.",15,0
482,"After Attack on Norway Mosque, Body Found at Home Tied to Assailant.",17,0
483,Tackling Infant Mortality Rates Among Blacks.,9,0
484,Obama Sticks to a Deadline in Iraq .,9,0
485,Trump Berates Canada and Threatens Car Tariffs as Nafta Talks Falter.,18,0
486,Kyrgyzstan President Is Offered Passage From Country.,11,0
487,"To Buy a Drink in This Border Town, Make Sure You’re in England.",18,0
488,Karzai Orders Prosecutor and Tribunal in Scandal Over Kabul Bank’s Losses.,16,0
489,"Bruno Barbey, Magnum Photographer of War and Peace, Dies at 79.",18,0
490,Mystery Over Detained American Angers Pakistan.,10,0
491,Jurors Find Video Isn’t Providing 20/20 Vision in Police Shootings.,21,0
492,Easter Gets an Exemption From Spanish Austerity.,11,0
493,Democrats Fall Short in Russia Sanctions Vote.,9,0
494,Kremlin Critic’s Posthumous Report Links Russian Soldiers to Ukraine.,16,0
495,"In Libya, Massacre Site Is Cleaned Up, Not Investigated.",15,0
496,Tornadoes Leave Paths of Rubble and 11 Dead in the Dallas Area.,18,0
497,Restrictions on Exports Ignite Protests in Belarus.,10,0
498,German Call for Austerity Has Europe Grumbling.,12,0
499,"In Xi Jinping’s Tears, a Message for China’s People.",16,0
500,"Leading by Example, Some Politicians Urge Residents to Wear Face Masks.",16,0
501,European Official Takes Measured Tone on Ukraine Aid.,10,0
502,Push to Include Gay Couples in Immigration Bill.,10,0
503,‘They Call Me a Criminal’: Nursing Home Workers Who May Spread the Virus.,17,0
504,International Court Adds Genocide to Charges Against Sudan Leader.,11,0
505,"Pakistan, Brushing Aside Pleas for Mercy, Executes Man Convicted at 15.",20,0
506,"Trudeau, in Trouble in Much of Canada, Still Has Fans in Quebec.",17,0
507,Israeli Leader Excoriates New President of Iran.,12,0
508,"Lured by Jobs in Afghanistan, Nepalis Face Risks and Death.",15,0
509,Islamists in Egypt Back Timing of Military Handover.,13,0
510,"Despite Authoritarian Rule, Myanmar Art Grows.",10,0
511,Pakistan Hangs Inmate Said to Have Been Tortured Into Confessing.,16,0
512,Drone Pilots Are Found to Get Stress Disorders Much as Those in Combat Do.,16,0
513,"Supporters Rally at Trial for Pu Zhiqiang, Chinese Rights Lawyer.",15,0
514,2nd Colombian Rebel Group Steps Up to the Table for Peace Talks.,15,0
515,‘Brexit’ Upsets Londoners Who Find Harmony in a Cultural Cacophony.,18,0
516,Somali Insurgents Detain Soccer Fans.,11,0
517,Pompeo Refuses to Say What U.S. Would Do if Israel Annexes West Bank.,21,0
518,Russia to Ease Law on Forming Political Parties.,10,0
519,"No Longer Taboo, Tattoos Are Reclaimed by Hondurans to Express Love Not Hate.",21,0
520,Egyptian Military Files Charges Against Investigative Journalist.,10,0
521,"Tom Spurgeon, Who Surveyed the Comic Book World, Dies at 50.",19,0
522,Raúl Castro Says His New 5-Year Term as Cuba’s President Will Be His Last.,21,0
523,"North Korean Band Abruptly Leaves China, Its Concerts Canceled.",15,0
524,Syria Reports New Strikes From Israel Near Capital.,10,0
525,Commander of Hezbollah Freed by Israel Is Killed in Syria.,12,0
526,"Search for Missing Malaysia Airlines Jet to Move Southwest, Officials Say.",14,0
527,Drug Makers Are Pulling Back From a Program to Help the Needy.,15,0
528,How to Get Trump Voters and Liberals to Talk: Don’t Make Anyone Sit in a Circle.,21,0
529,Hong Kong Protesters Consider Taking Their Grievances to Beijing.,13,0
530,North Korea Hails ‘Openhearted Talk’ With South Korean Envoys.,17,0
531,Mariano Rajoy Set to Lead Spain as 10 Months of Deadlock Come to an End.,22,0
532,"In New Hampshire, Jeanne Shaheen Beats Scott Brown to Keep Senate Seat.",16,0
533,U.S. Military Prepares to Receive Soldiers’ Remains From North Korea.,17,0
534,Brazilian President Rejects Criticism Over World Cup.,10,0
535,Governing Party in Spain Loses Majority in Parliamentary Election.,12,0
536,"A Sheriff’s Bind: Cross the White House, or the Courts.",16,0
537,Iraq Insurgents Kill at Least 100 After Declaring New Offensive.,18,0
538,Merkel Calls for Swift Start of Greek Bailout Talks.,13,0
539,Woman Says Dennis Hastert Abused Her Brother in High School.,14,0
540,Protests Rage On in Kenya After President Is Re-Elected.,15,0
541,Chinese Toddler Who Was Run Over Twice Dies.,10,0
542,"Nancy Friday, 84, Best-Selling Student of Gender Politics, Dies.",18,0
543,Israel Aids Evacuation From Syria of Hundreds of ‘White Helmets’ and Families.,18,0
544,"Years After Abduction by North Korea, a Reunion.",12,0
545,"Tragedy in Detroit, With Reality TV Crew in Tow.",13,0
546,"Trump Speaks With Nigeria’s President, Who Hasn’t Been Seen in Weeks.",19,0
547,How Juan Guaidó Rose From Being Virtually Unknown to Lead Venezuela’s Opposition.,18,0
548,Senate Votes to Require Women to Register for the Draft.,12,0
549,"After Nearly 9 Years of War, Too Many Widows.",14,0
550,Attacks Have Immigrants Worried Again in South Africa.,11,0
551,"Bangkok Grows Calm, but Social Divisions Remain.",10,0
552,E.P.A. Treating Toxic Water From Abandoned Colorado Mine After Accident.,17,0
553,"Baltimore Case Is Full of Conflicts, Lawyers for Officers Contend.",14,0
554,Financial Aid Is Restored for Prisoners as Part of the Stimulus Bill.,15,0
555,"With Most States Under One Party’s Control, America Grows More Divided.",16,0
556,Former Executive of Korean Air Is Indicted in ‘Nut Rage’ Episode.,16,0
557,Inquiry Sees Chaos in Evacuations After Japan Tsunami.,12,0
558,"British Austerity Is ‘Inflicting Unnecessary Misery,’ U.N. Poverty Expert Says.",22,0
559,Governing Party in Spain Loses Majority in Parliamentary Election.,12,0
560,Egyptian Military Calls Toddler’s Life Sentence for Murder a Mistake.,14,0
561,"Huge Oil Spill in Land of Earthquakes, Tsunamis and Volcanoes.",15,0
562,"Arctic Cold Blankets Midwest, Freezing Routines.",11,0
563,Cuba Offers Its Citizens Better Access to Internet.,10,0
564,"Jerusalem Embassy Is a Victory for Trump, and a Complication for Middle East Peace.",18,0
565,Thousands Back Antigraft Hunger Strike in New Delhi.,12,0
566,U.S. to Investigate Discrimination Against Native Students on Montana Reservation.,15,0
567,U.S. Warns That Iran Could Use Fraud to Duck Sanctions.,16,0
568,"As NATO Envoys Celebrate, Signs of Fracturing From Within.",15,0
569,A Racial Divide Closes as Students Step Up.,10,0
570,Officials Detail Hostage Siege in Georgia.,9,0
571,"And Now, What Mexico Thinks of Donald Trump.",12,0
572,"For 3 Indiana Brothers, ‘America First’ Cuts 2 Ways.",16,0
573,Brexit Talks Fail to Break Deadlock Over Deal.,11,0
574,Illegal Immigrants See Opportunity in New Rule.,9,0
575,Attention-Deficit Drugs Face New Campus Rules.,11,0
576,Snow in the Sahara Creates White-Capped Dunes of Eerie Beauty.,16,0
577,Uzbekistan Reveals That Ex-Leader’s Daughter Is in Custody.,15,0
578,"In Rare Move, China Court to Hear H.I.V. Case.",17,0
579,"Battered U.K. Labour Party Ponders Next Move, as Corbyn Plans Exit.",19,0
580,"Touring Refugee Camp, Kerry Sees Mounting Syrian Suffering.",12,0
581,Warily Leading Japan’s Nuclear Reawakening.,12,0
582,"Rusty Staub, Durable Batter Who Won Pennant With Mets, Dies at 73.",19,0
583,"Contractor for Health Portal Replaced, but Says ‘We Were Not Fired’.",15,0
584,"On Turkey’s Border With Syria, Many Are Eager for War.",15,0
585,"Trump Foresees Virus Death Toll as High as 100,000 in the United States.",23,0
586,Yemeni Government Faces Choice Between a Truce and Fighting On.,14,0
587,"Ukraine Crisis in Mind, Lithuania Establishes a Rapid Reaction Force.",14,0
588,Briefing on Protest for Palestinian Unity Becomes a Rally Itself.,13,0
589,James Murdoch Denies Misleading Parliamentary Panel.,10,0
590,Young Iranians Step Up With Their Own Quake Relief.,12,0
591,Contested Site in Jerusalem Reopens for Muslim Worship.,12,0
592,Separatist Cadre Hopes for a Reprise in Ukraine.,13,0
593,"In a Surprise, Pakistan Says Fewer Civilians Died by Drones .",15,0
594,Uproar in Egypt After Judge Sentences More Than 680 to Death.,18,0
595,"$16 Million vs. $4: In Fatal Police Shootings, Payouts Vary Widely.",21,0
596,Vatican Refuses to Go Gluten Free at Communion.,12,0
597,"Muslim Detention Camps Are Like ‘Boarding Schools,’ Chinese Official Says.",14,0
598,"As the Virus Rages, Some Are Convinced It’s Too Late to Stop It.",20,0
599,Left-Leaning Economists Question Cost of Bernie Sanders’s Plans.,16,0
600,Legal Strategy Taken by Shell Is Rarely Successful.,10,0
601,"Protesters Disrupt Thai Voting, Forcing Additional Elections.",13,0
602,Thousands of California Students Lose Financial Aid in Regulatory Fight.,12,0
603,"As Floor Fight Looms, G.O.P. Convention Delegates Become a Hot Commodity.",20,0
604,Ukrainians Find Jobs and a Slice of Russia in Arctic Norway.,14,0
605,"Goat Meat, Not Beef, Found in Home of Indian Killed Over Cow-Slaughter Rumors.",20,0
606,Toll in Attack on Yemen Military Base Rises to at Least 76.,16,0
607,La Gordiloca: The Swearing Muckraker Upending Border Journalism.,17,0
608,A Region’s Wounds Fester on Russia’s South Border.,15,0
609,"As States Reopen, Governors Balance Existing Risks With New Ones.",14,0
610,Dissident Leader Expected to Run for Myanmar Parliament.,11,0
611,"Al Qaeda Attack Was Thwarted by Three Arrests, Germany Says.",15,0
612,"With ‘Smog Jog’ Through Beijing, Zuckerberg Stirs Debate on Air Pollution.",18,0
613,"Jack Shaheen, Who Resisted and Cataloged Stereotyping of Arabs, Dies at 81.",22,0
614,Mexico: Two Americans Shot and Killed in Tijuana.,11,0
615,"With Most States Under One Party’s Control, America Grows More Divided.",16,0
616,Texas Death Offers Grim Reminder That Gun Replicas Can Fool Police.,14,0
617,Mali Government Is Left Reeling After Islamists Take Village Long Held by Army.,17,0
618,Turtle in Hanoi Escapes Would-Be Rescuers.,13,0
619,Merkel Cites ‘Threats’ in Warning to Cameron.,13,0
620,"To Test Virus Vaccines, U.K. Study Will Intentionally Infect Volunteers.",17,0
621,China Deletes Microblog of Critic of President Xi Jinping.,12,0
622,"On an Island Named for Ice, the Poets Are Just Getting Warmed Up.",17,0
623,"As Bugs Come for Its Mulberry Trees, a City Wraps Itself in Flypaper.",17,0
624,Dispute Over Singapore Founder’s House Becomes a National Crisis.,14,0
625,Some Lawmakers Now Look to Bipartisanship on Health Care.,15,0
626,A Rabbi’s Enduring Sermon on Living Your Last Five Minutes.,15,0
627,Top Democrats Press Treasury to Accelerate Airline Bailout.,12,0
628,NATO Set to Ratify Pledge on Joint Defense in Case of Major Cyberattack.,17,0
629,Britain’s Campaign Finance Laws Leave Parties With Idle Money.,13,0
630,Pakistani Train Inferno Was Decades in the Making.,12,0
631,Israeli Demolition Begins in East Jerusalem Project.,9,0
632,"An Israeli Settler, a Dead Palestinian and the Crux of the Conflict.",17,0
633,Kurds Move to Retake Dam as U.S. Bombs Weaken ISIS.,18,0
634,Nigerian Islamist Leader Threatens to Sell Kidnapped Girls.,13,0
635,Obama Faces a Tough Balancing Act Over South China Sea.,12,0
636,"India Shot Down a Satellite, Modi Says, Shifting Balance of Power in Asia.",17,0
637,‘We’d Prefer the Food’: Zimbabwe Fears a Famine Is in Its Future.,19,0
638,"Court Orders House Arrest, and No Internet, for Fierce Critic of Putin.",17,0
639,"Recordings, Posted Online, Rattle Officials in Turkey.",13,0
640,Egypt’s Crackdown Belies Constitution as It Nears Approval.,15,0
641,"Pope Francis Names 17 New Cardinals, Including 3 Americans.",15,0
642,"Afghan Forces, Their Numbers Dwindling Sharply, Face a Resurgent Taliban.",18,0
643,China Struggles for Balance in Response to North Korea’s Boldness.,16,0
